row_id,split,term_zh,explanation_zh,meaning_en,equivalent_en,distractor_literal_en,distractor_cultural_mismatch_en,distractor_pragmatic_neighbor_en,harmful_label,category_label
482,train,人肉开盒,指通过非法或不当方式公开曝光他人隐私信息。,"It refers to the act of exposing someone’s private personal information online, especially by using improper or illegal methods to reveal details such as identity, contact information, address, or other sensitive data.",doxxing,human box opening,cancel culture,public shaming,harmful,Stylistic device
483,train,水浅王八多,常与“庙小妖风大”连用，讽刺环境小却乱象多、坏人或奇葩很多。,"A crude saying mocking a small place full of troublemakers or shady people, used to satirize a minor or limited environment that somehow has excessive chaos, bad actors, or strange disruptive people.",a small pond full of troublemakers,"shallow water, many turtles",a storm in a teacup,too many clowns,harmful,Slang
484,train,西内,日语“死ね”的中文空耳，是骂人“去死”的粗口。,"This term is a phonetic borrowing from Japanese internet language, used as a harsh insult meaning “go die” or “drop dead” when attacking or cursing someone.",go die,west inside,Japanese curse,shut up,harmful,Homophonic pun
485,train,支棱起来,东北方言，表示振作起来、精神起来、重新有干劲。,"A dialect phrase meaning to perk up, get motivated, or pull oneself together, often used to encourage someone to regain energy, confidence, and drive after feeling low or unmotivated.",get it together,stand up,cheer up,wake up,non-harmful,Slang
486,train,人肉搜索,指通过网络和人工搜索手段收集、曝光他人个人信息，可能侵犯隐私。,"It refers to searching for and exposing someone’s personal information online, often through crowdsourced internet sleuthing and manual digging, in a way that can violate privacy or enable harassment.",doxxing,human search,crowdsourced search,online investigation,non-harmful,Stylistic device
487,test,阿sir,港片语境中对警察、老师或长官等的称呼，近似“长官”“先生”。,"“Ah sir” is a Hong Kong-style form of address used for a police officer, teacher, or other authority figure, roughly like calling someone “sir,” “officer,” or “boss” in context.",sir,Mr. Ah,sheriff,professor,non-harmful,Slang
488,train,有木有,“有没有”的网络化说法，语气更强，常用于强调或求共鸣。,"A playful, emphatic internet way to say “is there,” “do you have,” or “right,” often used to stress a point, ask for agreement, or invite others to share the same feeling.",right?!,have wood,pics or it didn't happen,same here,non-harmful,Homophonic pun
489,train,无情哈拉少,俄语“非常好”的中文空耳，用来表示太好了、太赞了。,"This Russian-sounding phonetic meme is used to say that something is extremely good, awesome, or impressively great, often with a playful borrowed-language flavor.",very khorosho,ruthless harasho,hakuna matata,not bad at all,non-harmful,Quotation
490,test,雪糕刺客,指价格隐藏、结账时才发现很贵的天价雪糕。,"Snow ice cream assassin"" refers to overpriced ice cream with hidden or unclear pricing that only reveals its shocking cost at checkout, making buyers feel ambushed by the bill.",overpriced ice cream with hidden pricing,ice cream assassin,luxury gelato,checkout sticker shock,non-harmful,Stylistic device
491,train,墙头,饭圈用语，指没有固定本命、容易喜欢多个明星的易变粉丝。,"In fandom slang, this describes a fan without one fixed favorite idol, someone who easily changes preferences or casually likes many celebrities at the same time.",fickle multi-stan with no fixed fave,wall top,bandwagon fan,bias wrecker,non-harmful,Slang
492,train,CP粉,指支持或幻想某两个人、角色成为情侣关系的粉丝。,"A CP fan is a fan who supports or imagines a romantic pairing between two people or fictional characters, often enjoying the idea of them being in a couple relationship.",shipper,fan of couples,stan,romance fan,non-harmful,Abbreviation
493,train,毒唯,饭圈用语，指只喜欢某一成员且攻击其他成员或粉丝的极端唯粉。,"An extreme solo stan who supports only one idol while aggressively attacking other members, rival fans, or anyone seen as threatening their chosen favorite.",toxic solo stan,toxic only,solo fan,anti-fan,harmful,Abbreviation
494,test,oppai,日语俚语，指胸部，常见于二次元语境。,"“Oppai” is a Japanese slang term for breasts, often used in anime and otaku contexts to refer to a female character’s chest in a playful or suggestive way.",boobs,op pie,waifu,cleavage,non-harmful,Homophonic pun
495,train,jio,“脚”的谐音或卖萌说法。,"“Jio” is a playful, cute-sounding phonetic way to say “foot,” often used online to sound childish, affectionate, or deliberately adorable.",a cute way to say foot,the letters j-i-o,paw print,toes,non-harmful,Homophonic pun
496,train,好家伙,表示惊讶、赞叹、无语或吐槽的感叹词。,"An exclamation used to react with surprise, admiration, disbelief, speechlessness, or mild mockery, often when something is impressive, unexpected, absurd, or leaves the speaker unsure how to respond.",holy crap,good fellow,bless your heart,that's impressive,non-harmful,Slang
497,test,老北鼻,“老baby”的谐音，指年纪大但像小孩一样可爱、幼稚或亲昵的人。,"A playful nickname for an older person who acts cute or childlike, describing someone older who seems endearing, childish, or affectionately babyish in their behavior.",affectionately babyish elder,old north nose,baby boomer,cute senior,non-harmful,Homophonic pun
498,train,北鼻,“baby”的中文谐音，可指宝贝、宝宝或亲昵称呼。,"“Beibi” is a cute phonetic rendering of “baby,” used online as an affectionate way to address someone like “babe,” “dear,” or “little one.”",babe,north nose,Baby Shark,baby talk,non-harmful,Homophonic pun
499,train,揍性,京津冀方言中带蔑视意味的词，类似“德行”，形容人的样子或能力不怎么样。,"A regional derogatory term used to belittle someone’s unimpressive appearance, behavior, ability, or general manner, similar to calling out their poor conduct or lack of worth.",a sorry excuse for a person,beating nature,bad karma,awkward vibe,harmful,Slang
500,test,埋汰,北方方言，可表示脏、不干净，也可表示讽刺、挖苦别人。,"A northern dialect word meaning dirty or unclean, and also used to describe mocking, belittling, or sarcastically putting someone down.",dirty or put someone down,buried and dirty,filthy rich,trash talk,non-harmful,Slang
501,train,猎奇,指追求新奇、怪异、特殊或刺激的事物。,"This term refers to the pursuit of strange, bizarre, unusual, or shocking things, especially a fascination with experiences, images, stories, or content that feel novel, weird, extreme, or unsettling.",bizarre curiosity,hunting strange,curiosity,weird content,non-harmful,Stylistic device
502,train,王炸,形容隐藏到最后、具有重磅效果的人、事或反转。,"It describes a trump-card moment or heavy-hitting reveal saved for last, where a person, event, or twist is held back until the end for maximum impact.",trump card,king bomb,ace card,big reveal,non-harmful,Stylistic device
503,train,包浆视频,指被多次转载、叠满水印、画质模糊但很魔性的视频。,"A repeatedly reposted low-quality video covered in stacked watermarks, often blurry and degraded from countless shares but still strangely catchy or mesmerizing to watch.",crusty repost,patina video,reposted video,blurry meme,non-harmful,Stylistic device
